"id","nameaffiliation","title","doi","year","citations","authors","inb_grant"
"5458","Barcelona Supercomputing Center (BSC-CNS)","ChiTaRS: a database of human, mouse and fruit fly chimeric transcripts and RNA-sequencing data.","10.1093/nar/gks1041","2013","26","Milana Frenkel-Morgenstern, Alessandro Gorohovski, Vincent Lacroix, Mark Rogers, Kristina Ibanez, Cesar Boullosa, Eduardo Andres Leon, Asa Ben-Hur, Alfonso Valencia","Si"
"5459","Barcelona Supercomputing Center (BSC-CNS)","Transcriptional dissection of pancreatic tumors engrafted in mice.","10.1186/gm544","2014","19","Raquel Martinez-Garcia, David Juan, Antonio Rausell, Manuel Muñoz, Natalia Baños, Camino Menéndez, Pedro P Lopez-Casas, Daniel Rico, Alfonso Valencia, Manuel Hidalgo","No"
"5460","Barcelona Supercomputing Center (BSC-CNS)","Integrated next-generation sequencing and avatar mouse models for personalized cancer treatment.","10.1158/1078-0432.CCR-13-3047","2014","49","Elena Garralda, Keren Paz, Pedro P López-Casas, Siân Jones, Amanda Katz, Lisa M Kann, Fernando López-Rios, Francesca Sarno, Fátima Al-Shahrour, David Vasquez, Elizabeth Bruckheimer, Samuel V Angiuoli, Antonio Calles, Luis A Diaz, Victor E Velculescu, Alfonso Valencia, David Sidransky, Manuel Hidalgo","No"
"5461","Barcelona Supercomputing Center (BSC-CNS)","Translational disease interpretation with molecular networks.","10.1186/gb-2009-10-6-221","2009","9","Anaïs Baudot, Gonzalo Gómez-López, Alfonso Valencia","Si"
"5462","Barcelona Supercomputing Center (BSC-CNS)","An analysis of the Sargasso Sea resource and the consequences for database composition.","10.1186/1471-2105-7-213","2006","10","Michael L Tress, Domenico Cozzetto, Anna Tramontano, Alfonso Valencia","No"
"5463","Barcelona Supercomputing Center (BSC-CNS)","Integration of biological data by kernels on graph nodes allows prediction of new genes involved in mitotic chromosome condensation.","10.1091/mbc.E13-04-0221","2014","14","Jean-Karim Hériché, Jon G Lees, Ian Morilla, Thomas Walter, Boryana Petrova, M Julia Roberti, M Julius Hossain, Priit Adler, José M Fernández, Martin Krallinger, Christian H Haering, Jaak Vilo, Alfonso Valencia, Juan A Ranea, Christine Orengo, Jan Ellenberg","Si"
"5464","Barcelona Supercomputing Center (BSC-CNS)","Inverse and direct cancer comorbidity in people with central nervous system disorders: a meta-analysis of cancer incidence in 577,013 participants of 50 observational studies.","10.1159/000356498","2014","52","Ferrán Catalá-López, Marta Suárez-Pinilla, Paula Suárez-Pinilla, Jose María Valderas, Manuel Gómez-Beneyto, Salvador Martinez, Salvador Martinez, Vicent Balanzá-Martínez, Joan Climent, Alfonso Valencia, John McGrath, Benedicto Crespo-Facorro, Jose Sanchez-Moreno, Eduard Vieta, Rafael Tabarés-Seisdedos","No"
"5466","Barcelona Supercomputing Center (BSC-CNS)","POLE and POLD1 mutations in 529 kindred with familial colorectal cancer and/or polyposis: review of reported cases and recommendations for genetic testing and surveillance.","10.1038/gim.2015.75","2016","29","Fernando Bellido, Marta Pineda, Gemma Aiza, Rafael Valdés-Mas, Matilde Navarro, Diana A Puente, Tirso Pons, Sara González, Silvia Iglesias, Esther Darder, Virginia Piñol, José Luís Soto, Alfonso Valencia, Ignacio Blanco, Miguel Urioste, Joan Brunet, Conxi Lázaro, Gabriel Capellá, Xose S Puente, Laura Valle","No"
"5467","Barcelona Supercomputing Center (BSC-CNS)","SPOC: a widely distributed domain associated with cancer, apoptosis and transcription.","10.1186/1471-2105-5-91","2004","15","Luis Sánchez-Pulido, Ana M Rojas, Karel H van Wely, Carlos Martinez-A, Alfonso Valencia","No"
"5468","Barcelona Supercomputing Center (BSC-CNS)","ACRATA: a novel electron transfer domain associated to apoptosis and cancer.","10.1186/1471-2407-4-98","2004","23","Luis Sanchez-Pulido, Ana M Rojas, Alfonso Valencia, Carlos Martinez-A, Miguel A Andrade","No"
"5469","Barcelona Supercomputing Center (BSC-CNS)","Recurrent inactivation of STAG2 in bladder cancer is not associated with aneuploidy.","10.1038/ng.2799","2013","87","Cristina Balbás-Martínez, Ana Sagrera, Enrique Carrillo-de-Santa-Pau, Julie Earl, Mirari Márquez, Miguel Vazquez, Eleonora Lapi, Francesc Castro-Giner, Sergi Beltran, Mònica Bayés, Alfredo Carrato, Juan C Cigudosa, Orlando Domínguez, Marta Gut, Jesús Herranz, Núria Juanpere, Manolis Kogevinas, Xavier Langa, Elena López-Knowles, José A Lorente, Josep Lloreta, David G Pisano, Laia Richart, Daniel Rico, Rocío N Salgado, Adonina Tardón, Stephen Chanock, Simon Heath, Alfonso Valencia, Ana Losada, Ivo Gut, Núria Malats, Francisco X Real","No"
"5470","Barcelona Supercomputing Center (BSC-CNS)","Germline Mutations in FAN1 Cause Hereditary Colorectal Cancer by Impairing DNA Repair.","10.1053/j.gastro.2015.05.056","2015","34","Nuria Seguí, Leonardo B Mina, Conxi Lázaro, Rebeca Sanz-Pamplona, Tirso Pons, Matilde Navarro, Fernando Bellido, Adriana López-Doriga, Rafael Valdés-Mas, Marta Pineda, Elisabet Guinó, August Vidal, José Luís Soto, Trinidad Caldés, Mercedes Durán, Miguel Urioste, Daniel Rueda, Joan Brunet, Milagros Balbín, Pilar Blay, Silvia Iglesias, Pilar Garré, Enrique Lastra, Ana Beatriz Sánchez-Heras, Alfonso Valencia, Victor Moreno, Miguel Ángel Pujana, Alberto Villanueva, Ignacio Blanco, Gabriel Capellá, Jordi Surrallés, Xose S Puente, Laura Valle","No"
"5471","Barcelona Supercomputing Center (BSC-CNS)","An epistatic interaction between the PAX8 and STK17B genes in papillary thyroid cancer susceptibility.","10.1371/journal.pone.0074765","2013","5","Iñigo Landa, Cesar Boullosa, Lucía Inglada-Pérez, Lucía Inglada-Pérez, Ana Sastre-Perona, Susana Pastor, Antonia Velázquez, Veronika Mancikova, Sergio Ruiz-Llorente, Francesca Schiavi, Ricard Marcos, Nuria Malats, Giuseppe Opocher, Ramon Diaz-Uriarte, Pilar Santisteban, Alfonso Valencia, Mercedes Robledo","No"
"5472","Barcelona Supercomputing Center (BSC-CNS)","Computational approaches to identify functional genetic variants in cancer genomes.","10.1038/nmeth.2562","2013","79","Abel Gonzalez-Perez, Ville Mustonen, Boris Reva, Graham R S Ritchie, Pau Creixell, Rachel Karchin, Miguel Vazquez, J Lynn Fink, Karin S Kassahn, John V Pearson, Gary D Bader, Paul C Boutros, Lakshmi Muthuswamy, B F Francis Ouellette, Jüri Reimand, Rune Linding, Tatsuhiro Shibata, Alfonso Valencia, Adam Butler, Serge Dronov, Paul Flicek, Nick B Shannon, Hannah Carter, Li Ding, Chris Sander, Josh M Stuart, Lincoln D Stein, Nuria Lopez-Bigas","No"
"5473","Barcelona Supercomputing Center (BSC-CNS)","Transcriptome characterization by RNA sequencing identifies a major molecular and clinical subdivision in chronic lymphocytic leukemia.","10.1101/gr.152132.112","2014","70","Pedro G Ferreira, Pedro Jares, Daniel Rico, Gonzalo Gómez-López, Alejandra Martínez-Trillos, Neus Villamor, Simone Ecker, Abel González-Pérez, David G Knowles, Jean Monlong, Rory Johnson, Victor Quesada, Sarah Djebali, Panagiotis Papasaikas, Mónica López-Guerra, Dolors Colomer, Cristina Royo, Maite Cazorla, Magda Pinyol, Guillem Clot, Marta Aymerich, Maria Rozman, Marta Kulis, David Tamborero, Anaïs Gouin, Julie Blanc, Marta Gut, Ivo Gut, Xose S Puente, David G Pisano, José Ignacio Martin-Subero, Nuria López-Bigas, Armando López-Guillermo, Alfonso Valencia, Carlos López-Otín, Elías Campo, Roderic Guigó","No"
"5474","Barcelona Supercomputing Center (BSC-CNS)","Whole-genome fingerprint of the DNA methylome during human B cell differentiation.","10.1038/ng.3291","2015","55","Marta Kulis, Angelika Merkel, Simon Heath, Ana C Queirós, Ronald P Schuyler, Giancarlo Castellano, Renée Beekman, Emanuele Raineri, Anna Esteve, Guillem Clot, Néria Verdaguer-Dot, Martí Duran-Ferrer, Nuria Russiñol, Roser Vilarrasa-Blasi, Simone Ecker, Vera Pancaldi, Daniel Rico, Lidia Agueda, Julie Blanc, David Richardson, Laura Clarke, Avik Datta, Marien Pascual, Xabier Agirre, Felipe Prosper, Diego Alignani, Bruno Paiva, Gersende Caron, Thierry Fest, Marcus O Muench, Marina E Fomin, Seung-Tae Lee, Joseph L Wiemels, Alfonso Valencia, Marta Gut, Paul Flicek, Hendrik G Stunnenberg, Reiner Siebert, Ralf Küppers, Ivo G Gut, Elías Campo, José I Martín-Subero","No"
"5475","Centre d'Estudis Avançats de Blanes - CSIC","T cell migration, search strategies and mechanisms.","10.1038/nri.2015.16","2016","32","Matthew F Krummel, Frederic Bartumeus, Audrey Gérard","No"
"5476","Centre d'Estudis Avançats de Blanes - CSIC","Citizen science provides a reliable and scalable tool to track disease-carrying mosquitoes.","10.1038/s41467-017-00914-9","2017","2","John R B Palmer, Aitana Oltra, Francisco Collantes, Juan Antonio Delgado, Javier Lucientes, Sarah Delacour, Mikel Bengoa, Roger Eritja, Frederic Bartumeus","No"
"5477","Centre d'Estudis Avançats de Blanes - CSIC","Direct Evidence of Adult Aedes albopictus Dispersal by Car.","10.1038/s41598-017-12652-5","2017","0","Roger Eritja, John R B Palmer, David Roiz, Isis Sanpera-Calbet, Frederic Bartumeus","No"
"5478","Centre d'Estudis Avançats de Blanes - CSIC","Early-life foraging: Behavioral responses of newly fledged albatrosses to environmental conditions.","10.1002/ece3.3210","2017","2","Sophie de Grissac, Frederic Bartumeus, Sam L Cox, Henri Weimerskirch","No"
"5479","Centre d'Estudis Avançats de Blanes - CSIC","Expectation-Maximization Binary Clustering for Behavioural Annotation.","10.1371/journal.pone.0151984","2016","6","Joan Garriga, John R B Palmer, Aitana Oltra, Frederic Bartumeus","No"
"5480","Centre d'Estudis Avançats de Blanes - CSIC","Thermal stratification drives movement of a coastal apex predator.","10.1038/s41598-017-00576-z","2017","0","Eneko Aspillaga, Frederic Bartumeus, Richard M Starr, Àngel López-Sanz, Cristina Linares, David Díaz, Joaquim Garrabou, Mikel Zabala, Bernat Hereu","No"
"5481","Centre d'Estudis Avançats de Blanes - CSIC","Signatures of chaos in animal search patterns.","10.1038/srep23492","2016","5","Andy M Reynolds, Frederic Bartumeus, Andrea Kölzsch, Johan van de Koppel","No"
"5482","Centre d'Estudis Avançats de Blanes - CSIC","First-passage times in multiscale random walks: The impact of movement scales on search efficiency.","10.1103/physreve.92.052702","2015","1","Daniel Campos, Frederic Bartumeus, E P Raposo, Vicenç Méndez","No"
"5483","Centre d'Estudis Avançats de Blanes - CSIC","The effects of spatially heterogeneous prey distributions on detection patterns in foraging seabirds.","10.1371/journal.pone.0034317","2012","15","Octavio Miramontes, Denis Boyer, Frederic Bartumeus","No"
"5484","Centre d'Estudis Avançats de Blanes - CSIC","Stochastic optimal foraging: tuning intensive and extensive dynamics in random searches.","10.1371/journal.pone.0106373","2014","12","Frederic Bartumeus, Ernesto P Raposo, Gandhimohan M Viswanathan, Marcos G E da Luz","No"
"5485","Centre d'Estudis Avançats de Blanes - CSIC","Linking animal movement to site fidelity.","10.1007/s00285-011-0431-7","2012","5","Luca Giuggioli, Frederic Bartumeus","No"
"5486","Centre d'Estudis Avançats de Blanes - CSIC","Inferring Lévy walks from curved trajectories: A rescaling method.","10.1103/physreve.92.022147","2015","3","R M Tromer, M B Barbosa, F Bartumeus, J Catalan, M G E da Luz, E P Raposo, G M Viswanathan","No"
"5487","Centre d'Estudis Avançats de Blanes - CSIC","Mechanistic analysis of the search behaviour of Caenorhabditis elegans.","10.1098/rsif.2013.1092","2014","8","Liliana C M Salvador, Frederic Bartumeus, Simon A Levin, William S Ryu","No"
"5488","Centre d'Estudis Avançats de Blanes - CSIC","Animal movement, search strategies and behavioural ecology: a cross-disciplinary way forward.","10.1111/j.1365-2656.2010.01682.x","2010","14","Luca Giuggioli, Frederic Bartumeus","No"
"5489","Centre d'Estudis Avançats de Blanes - CSIC","Ant search strategies after interrupted tandem runs.","10.1242/jeb.031880","2010","9","Nigel R Franks, Thomas O Richardson, Samantha Keir, Stephen J Inge, Frederic Bartumeus, Ana B Sendova-Franks","No"
"5490","Centre d'Estudis Avançats de Blanes - CSIC","Approaches to passive mosquito surveillance in the EU.","10.1186/preaccept-1758085154145031","2015","23","Helge Kampen, Jolyon M Medlock, Alexander G C Vaux, Constantianus J M Koenraadt, Arnold J H van Vliet, Frederic Bartumeus, Aitana Oltra, Carla A Sousa, Sébastien Chouin, Doreen Werner","Si"
"5491","Centre d'Estudis Avançats de Blanes - CSIC","New approaches to human mobility: using mobile phones for demographic research.","10.1007/s13524-012-0175-z","2013","16","John R B Palmer, Thomas J Espenshade, Frederic Bartumeus, Chang Y Chung, Necati Ercan Ozgencil, Kathleen Li","No"
"5492","Centre d'Estudis Avançats de Blanes - CSIC","Optimising the success of random destructive searches: Lévy walks can outperform ballistic motions.","10.1016/j.jtbi.2009.05.033","2009","14","A M Reynolds, F Bartumeus","No"
"5493","Centre d'Estudis Avançats de Blanes - CSIC","Fractal reorientation clocks: Linking animal behavior to statistical patterns of search.","10.1073/pnas.0801926105","2008","41","Frederic Bartumeus, Simon A Levin","No"
"5494","Centre d'Estudis Avançats de Blanes - CSIC","Experimental evidence for inherent Lévy search behaviour in foraging animals.","10.1098/rspb.2015.0424","2015","6","Andrea Kölzsch, Adriana Alzate, Frederic Bartumeus, Monique de Jager, Ellen J Weerman, Geerten M Hengeveld, Marc Naguib, Bart A Nolet, Johan van de Koppel","No"
"5495","Centre d'Estudis Avançats de Blanes - CSIC","Intermittent motion in desert locusts: behavioural complexity in simple environments.","10.1371/journal.pcbi.1002498","2012","20","Sepideh Bazazi, Frederic Bartumeus, Joseph J Hale, Iain D Couzin","No"
"5496","Centre d'Estudis Avançats de Blanes - CSIC","Reorientation patterns in central-place foraging: internal clocks and klinokinesis.","10.1098/rsif.2013.0859","2014","4","Daniel Campos, Frederic Bartumeus, Vicenç Méndez, Xavier Espadaler","No"
"5497","Centre d'Estudis Avançats de Blanes - CSIC","How landscape heterogeneity frames optimal diffusivity in searching processes.","10.1371/journal.pcbi.1002233","2011","16","E P Raposo, F Bartumeus, M G E da Luz, P J Ribeiro-Neto, T A Souza, G M Viswanathan","No"
"5498","Centre d'Estudis Avançats de Blanes - CSIC","Retention time variability as a mechanism for animal mediated long-distance dispersal.","10.1371/journal.pone.0028447","2011","6","Vishwesha Guttal, Frederic Bartumeus, Gregg Hartvigsen, Andrew L Nevai","No"
"5499","Centre d'Estudis Avançats de Blanes - CSIC","Search times with arbitrary detection constraints.","10.1103/physreve.88.022101","2013","1","Daniel Campos, Frederic Bartumeus, Vicenç Méndez","No"
"5500","Centre d'Estudis Avançats de Blanes - CSIC","Unified effects of aggregation reveal larger prey groups take longer to find.","10.1098/rspb.2011.0003","2011","7","Christos C Ioannou, Frederic Bartumeus, Jens Krause, Graeme D Ruxton","No"
"5501","Centre d'Estudis Avançats de Blanes - CSIC","How superdiffusion gets arrested: ecological encounters explain shift from Lévy to Brownian movement.","10.1098/rspb.2013.2605","2014","8","Monique de Jager, Frederic Bartumeus, Andrea Kölzsch, Franz J Weissing, Geerten M Hengeveld, Bart A Nolet, Peter M J Herman, Johan van de Koppel","No"
"5502","Centre d'Estudis Avançats de Blanes - CSIC","Fishery discards impact on seabird movement patterns at regional scales.","10.1016/j.cub.2009.11.073","2010","30","Frederic Bartumeus, Luca Giuggioli, Maite Louzao, Vincent Bretagnolle, Daniel Oro, Simon A Levin","No"
"5503","Centre d'Estudis Avançats de Blanes - CSIC","Optimal intermittence in search strategies under speed-selective target detection.","10.1103/physrevlett.108.028102","2012","3","Daniel Campos, Vicenç Méndez, Frederic Bartumeus","No"
"5504","Centre d'Estudis Avançats de Blanes - CSIC","Visualizing dynamic microvillar search and stabilization during ligand detection by T cells.","10.1126/science.aal3118","2017","5","En Cai, Kyle Marchuk, Peter Beemiller, Casey Beppler, Matthew G Rubashkin, Valerie M Weaver, Audrey Gérard, Tsung-Li Liu, Bi-Chang Chen, Eric Betzig, Frederic Bartumeus, Matthew F Krummel","No"
"5505","Centre d'Estudis Avançats de Blanes - CSIC","Ecophysiological significance of scale-dependent patterns in prokaryotic genomes unveiled by a combination of statistic and genometric analyses.","10.1016/j.ygeno.2008.03.001","2008","6","Juan A L Garcia, Frederic Bartumeus, David Roche, Jesús Giraldo, H Eugene Stanley, Emilio O Casamayor","No"
"5506","Centre d'Estudis Avançats de Blanes - CSIC","The influence of turning angles on the success of non-oriented animal searches.","10.1016/j.jtbi.2008.01.009","2008","31","F Bartumeus, J Catalan, G M Viswanathan, E P Raposo, M G E da Luz","No"
"5507","Centre d'Estudis Avançats de Blanes - CSIC","Role of food partitioning in structuring the zooplankton community in mountain lakes.","10.1007/s00442-003-1306-4","2003","2","C Guisande, F Bartumeus, M Ventura, J Catalan","No"
"5508","Centre d'Estudis Avançats de Blanes - CSIC","Necessary criterion for distinguishing true superdiffusion from correlated random walk processes.","10.1103/physreve.72.011111","2005","12","G M Viswanathan, E P Raposo, F Bartumeus, Jordi Catalan, M G E da Luz","No"
"5509","Centre d'Estudis Avançats de Blanes - CSIC","Helical Lévy walks: adjusting searching statistics to resource availability in microzooplankton.","10.1073/pnas.2137243100","2003","62","Frederic Bartumeus, Francesc Peters, Salvador Pueyo, Cèlia Marrasé, Jordi Catalan","No"
"5511","Centre de Recerca en Agrigenòmica (CRAG)","The Evolutionary Consequences of Transposon-Related Pericentromer Expansion in Melon.","10.1093/gbe/evy115","2018","0","Jordi Morata, Marc Tormo, Konstantinos G Alexiou, Cristina Vives, Sebastián E Ramos-Onsins, Jordi Garcia-Mas, Josep M Casacuberta","No"
"5512","Centre de Recerca en Agrigenòmica (CRAG)","Genome-Wide Differentiation of Various Melon Horticultural Groups for Use in GWAS for Fruit Firmness and Construction of a High Resolution Genetic Map.","10.3389/fpls.2016.01437","2016","2","Padma Nimmakayala, Yan R Tomason, Venkata L Abburi, Alejandra Alvarado, Thangasamy Saminathan, Venkata G Vajja, Germania Salazar, Girish K Panicker, Amnon Levi, William P Wechter, James D McCreight, Abraham B Korol, Yefim Ronin, Jordi Garcia-Mas, Umesh K Reddy","No"
"5513","Centre de Recerca en Agrigenòmica (CRAG)","An improved assembly and annotation of the melon (Cucumis melo L.) reference genome.","10.1038/s41598-018-26416-2","2018","0","Valentino Ruggieri, Konstantinos G Alexiou, Jordi Morata, Jason Argyris, Marta Pujol, Ryoichi Yano, Satoko Nonaka, Hiroshi Ezura, David Latrasse, Adnane Boualem, Moussa Benhamed, Abdelhafid Bendahmane, Riccardo Aiese Cigliano, Walter Sanseverino, Pere Puigdomènech, Josep M Casacuberta, Jordi Garcia-Mas","No"
